key,2025-03-31,2024-12-31,2024-03-31,2023-12-31
Revenues,0,,0,
CostOfGoodsAndServicesSold,87470000,,94811000,
GrossProfit,525879000,,548133000,
ResearchAndDevelopmentExpense,46346000,,46415000,
SellingGeneralAndAdministrativeExpense,242799000,,234390000,
AmortizationOfDeferredCharges,17193000,,18228000,
InterestExpense,16653000,,19232000,
RestructuringCharges,3767000,,9664000,
OtherNonoperatingIncomeExpense,2821000,,343000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,201942000,,220547000,
IncomeTaxExpenseBenefit,38355000,,43038000,
NetIncomeLoss,163587000,,177509000,
EarningsPerShareBasic,7.84,,8.28,
WeightedAverageNumberOfSharesOutstandingBasic,20868873,,21437673,
EarningsPerShareDiluted,7.81,,8.24,
WeightedAverageNumberOfDilutedSharesOutstanding,20945188,,21543313,
ComprehensiveIncomeNetOfTax,158346000,,199250000,
