key,2025-03-31,2024-12-31,2024-03-31,2023-12-31
ProfitLoss,1964000,,826000,
DepreciationDepletionAndAmortization,73900000,,71427000,
GainOnInvoluntaryConversion,1855000,,0,
PaidInKindInterest,1301000,,984000,
AmortizationOfAboveAndBelowMarketLeases,-584000,,-303000,
StraightLineRent,4190000,,2762000,
GainLossOnSaleOfPropertyPlantEquipment,49913000,,0,
ShareBasedCompensation,3192000,,2909000,
IncreaseDecreaseInAccountsReceivable,1943000,,-2204000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,9230000,,8787000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-4647000,,480000,
IncreaseDecreaseInCustomerAdvancesAndDeposits,4147000,,1557000,
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,10178000,,67709000,
NetCashProvidedByUsedInOperatingActivities,103540000,,105162000,
PaymentsForCapitalImprovements,46325000,,24622000,
PaymentsToAcquireCommercialRealEstate,36745000,,43599000,
ProceedsFromSaleOfBuildings,63834000,,0,
PaymentsForProceedsFromDepositsOnRealEstateAcquisitions,-450000,,2324000,
PaymentsToAcquireIntangibleAssets,6140000,,5715000,
NetCashProvidedByUsedInInvestingActivities,-24926000,,-76260000,
ProceedsFromUnsecuredLinesOfCredit,489000000,,264000000,
RepaymentsOfLinesOfCredit,386000000,,231000000,
RepaymentsOfNotesPayable,100000000,,0,
RepaymentsOfSecuredDebt,55000,,53000,
PaymentsOfFinancingCosts,5000,,822000,
PaymentsOfStockIssuanceCosts,159000,,137000,
PaymentsOfDividends,70960000,,68654000,
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,649000,,1014000,
ProceedsFromPaymentsToMinorityShareholders,874000,,0,
NetCashProvidedByUsedInFinancingActivities,-67954000,,-37680000,
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,10660000,,-8778000,
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,48053000,37393000,13090000,21868000
InterestPaidCapitalized,781000,,802000,
InterestPaidNet,19875000,,22165000,
AcquisitionsOfLandAndBuildingsAndImprovements,342000,,671000,
NoncashOrPartNoncashAcquisitionIntangibleAssetsAcquired1,58000,,88000,
AdditionsToBuildingAndOtherCapitalImprovementsFromInvoluntaryConversion,1855000,,2968000,
InvestingOtherReceivablesDuetoInvoluntaryConversion,0,,2968000,
CapitalExpendituresIncurredButNotYetPaid,1255000,,4443000,
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,70000,,39000,
DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,58000,,592000,
DividendsPayableCurrentAndNoncurrent,23668000,23469000,22936000,
