key,2024-03-31,2023-12-31,2023-03-31,2022-12-31
OperatingLeaseLeaseIncome,187402000,,173268000,
OtherOperatingIncome,141000,,285000,
Revenues,187543000,,173553000,
DirectCostsOfLeasedAndRentedPropertyOrEquipment,39071000,,35881000,
GeneralAndAdministrativeExpense,12952000,,12676000,
DepreciationAndAmortization,71427000,,68944000,
OtherExpenses,563000,,2979000,
CostsAndExpenses,124013000,,120480000,
InterestAndOtherIncome,11000,,19000,
InterestExpense,25421000,,22612000,
GainsLossesOnExtinguishmentOfDebt,-667000,,0,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,0,,20128000,
NonoperatingIncomeExpense,-26077000,,-2465000,
ProfitLoss,826000,,1142000,
NetIncomeLossAttributableToNoncontrollingInterest,826000,,1142000,
NetIncomeLoss,36627000,,49466000,
UndistributedEarningsLossAllocatedToParticipatingSecuritiesBasic,47000,,53000,
NetIncomeLossAvailableToCommonStockholdersBasic,36580000,,49413000,
WeightedAverageNumberOfSharesOutstandingBasic,181708000,,179196000,
WeightedAverageNumberOfDilutedSharesOutstanding,181991000,,179297000,
IncomeLossFromContinuingOperationsPerBasicShare,0.20,,0.28,
IncomeLossFromContinuingOperationsPerDilutedShare,0.20,,0.28,
