key,2024-03-31,2023-12-31,2023-03-31,2022-12-31
NetIncomeLoss,-5900000,,50300000,
Depreciation,19800000,,17700000,
AmortizationOfIntangibleAssets,46000000.0,,45200000,
DeferredIncomeTaxesAndTaxCredits,-7600000,,3400000,
AmortizationOfFinancingCostsAndDiscounts,2100000,,2700000,
FairValueAdjustmentOfWarrants,176600000,,3500000,
IncreaseDecreaseInOperatingCapital,99700000,,86900000,
ShareBasedCompensation,9200000,,5500000,
OtherOperatingActivitiesCashFlowStatement,-5900000,,4600000,
NetCashProvidedByUsedInOperatingActivities,137500000,,42000000.0,
PaymentsToAcquirePropertyPlantAndEquipment,35800000,,27800000,
PaymentsForSoftware,700000,,2000000.0,
ProceedsFromSaleOfPropertyPlantAndEquipment,0,,12400000,
NetCashProvidedByUsedInInvestingActivities,-36500000,,-17400000,
ProceedsFromRevolvingCreditFacilityAndShortTermBorrowings,190000000.0,,100200000,
RepaymentsOfRevolvingCreditFacilityAndShortTermBorrowings,190000000.0,,110200000,
RepaymentsOfSeniorDebt,5300000,,10900000,
PaymentsOfDividends,9300000,,0,
PaymentsForRepurchaseOfCommonStock,599900000,,0,
ProceedsFromStockOptionsExercised,14400000,,2200000,
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,3000000.0,,100000,
NetCashProvidedByUsedInFinancingActivities,-603100000,,-18800000,
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,-6000000.0,,1800000,
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,-508100000,,7600000,
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,280500000,788600000,280800000,273200000
IncreaseDecreaseInAccountsReceivable,-9900000,,90100000,
IncreaseDecreaseInInventories,106500000,,79500000,
IncreaseDecreaseInOtherCurrentAssets,31700000,,1200000,
IncreaseDecreaseInAccountsPayable,9800000,,-62300000,
IncreaseDecreaseInContractWithCustomerLiability,100000000.0,,144200000,
IncreaseDecreaseInAccruedLiabilities,-68500000,,-16500000,
IncreaseDecreaseInAccruedIncomeTaxesPayable,-12700000,,18500000,
