key,2024-03-31,2023-12-31,2023-03-31,2022-12-31
RentalRevenue,1827658000,,1633770000,
ManagementFeesRevenue1,128412000,,134701000,
OtherRealEstateRevenue1,551000,,116000,
Revenues,128412000,,134701000,
DirectCostsOfLeasedAndRentedPropertyOrEquipment,454257000,,412554000,
ServiceManagementCosts1,78811000,,71709000,
GeneralAndAdministrativeExpense,111291000,,99777000,
DepreciationAndAmortization,637505000,,602367000,
OtherCostAndExpenseOperating,12244000,,7184000,
OperatingExpensesBeforeGainsOnRealEstateTransactionsNet,1294108000,,1193591000,
OperatingIncomeLossBeforeGainsLossOnRealEstateTransactionsNet,662513000,,574996000,
GainsOnDispositionsOfDevelopmentPropertiesAndLandNet,40308000,,0,
GainsOnOtherDispositionsOfInvestmentsInRealEstateNet,17534000,,4047000,
OperatingIncomeLoss,720355000,,579043000,
IncomeLossFromEquityMethodInvestments,72472000,,75779000,
InterestExpense,193320000,,136011000,
GainLossOnForeignCurrencyDerivativeAndOtherGainsLossesAndOtherIncomeExpenseNet,63564000,,8614000,
GainsLossesOnExtinguishmentOfDebt,536000,,3275000,
NonoperatingIncomeExpense,-56748000,,-48343000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,663607000,,530700000,
IncomeTaxExpenseBenefit,32800000,,32071000,
ProfitLoss,241000000,,240000000,
NetIncomeLossAttributableToNoncontrollingInterest,30308000,,22357000,
NetIncomeLoss,600499000,,476272000,
PreferredStockDividendsIncomeStatementImpact,1452000,,1453000,
NetIncomeLossAvailableToCommonStockholdersBasic,593915000,,470774000,
WeightedAverageNumberOfSharesOutstandingBasic,940608000,,939054000,
WeightedAverageNumberOfDilutedSharesOutstanding,953912000,,951624000,
EarningsPerShareBasic,0.63,,0.5,
EarningsPerShareDiluted,0.63,,0.5,
