key,2024-03-31,2023-12-31,2023-03-31,2022-12-31
RevenueFromContractWithCustomerExcludingAssessedTax,286597000,,248208000,
CostOfGoodsAndServicesSold,1144681000,,1022525000,
SellingGeneralAndAdministrativeExpense,174283000,,169051000,
CostsAndExpenses,1318964000,,1191576000,
OperatingIncomeLoss,417216000,,405541000,
InterestExpense,35254000,,20569000,
OtherNonoperatingIncomeExpense,-633000,,-5373000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,381329000,,379599000,
IncomeTaxExpenseBenefit,70386000,,73887000,
NetIncomeLoss,310943000,,305712000,
EarningsPerShareBasic,1.35,,1.33,
EarningsPerShareDiluted,1.34,,1.32,
WeightedAverageNumberOfSharesOutstandingBasic,231097000,,230126000,
WeightedAverageNumberOfDilutedSharesOutstanding,232035000,,231229000,
CommonStockDividendsPerShareCashPaid,0.28,,0.25,
