key,2024-03-31,2023-12-31,2023-03-31,2022-12-31
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,70200000,69807000,89085000,95966000
AccountsReceivableNetCurrent,650333000,663893000,,
InventoryNet,373670000,385865000,,
PrepaidExpenseAndOtherAssetsCurrent,116920000,110638000,,
AssetsCurrent,1211114000,1230203000,,
PropertyPlantAndEquipmentNet,773495000,803374000,,
Goodwill,0,670108000,661742000,
IntangibleAssetsNetExcludingGoodwill,4738000,5008000,,
DeferredIncomeTaxAssetsNet,31478000,31199000,,
OtherAssetsNoncurrent,326839000,335242000,,
Assets,3283117000,3355555000,,
AccountsPayableCurrent,189449000,210411000,,
AccruedLiabilitiesCurrent,190023000,196138000,,
EmployeeRelatedLiabilitiesCurrent,129526000,160308000,,
DeferredRevenue,216659000,202022000,211302000,192759000
TaxesPayableCurrent,223102000,219984000,,
ShortTermDebtAndLongTermDebtCurrentMaturities,53479000,192219000,,
LiabilitiesCurrent,1131932000,1181082000,,
LongTermDebtNoncurrent,630387000,1888620000,,
DeferredIncomeTaxLiabilitiesNet,100115000,108679000,,
OtherLiabilitiesNoncurrent,306213000,327112000,,
Liabilities,3441834000,3505493000,,
CommitmentsAndContingencies,,,,
PreferredStockValue,0,0,,
CommonStockValue,448000,448000,,
AdditionalPaidInCapitalCommonStock,876417000,871110000,,
TreasuryStockValue,8425613000,8212437000,,
RetainedEarningsAccumulatedDeficit,7688105000,7510756000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-298074000,-319815000,-228516000,-227233000
StockholdersEquity,-158717000,448000,-24469000,24793000
LiabilitiesAndStockholdersEquity,3283117000,3355555000,,
