key,2024-06-29,2024-03-30,2023-12-31,2023-07-01,2023-04-01,2022-12-31
ProfitLoss,244933000,,,291477000,,
ShareBasedCompensation,22346000,,,23734000,,
DeferredIncomeTaxExpenseBenefit,3958000,,,-6435000,,
Depreciation,44375000,,,40172000,,
AdjustmentForAmortization,51368000,,,29866000,,
IncreaseDecreaseInAccountsReceivable,-69642000,,,-50273000,,
IncreaseDecreaseInInventories,16709000,,,63607000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,12549000,,,19044000,,
IncreaseDecreaseInOtherOperatingAssets,-6802000,,,-12000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-31206000,,,-122836000,,
ContractWithCustomerAssetIncreaseDecreaseForContractAcquiredInBusinessCombination,69352000,,,81659000,,
IncreaseDecreaseInOtherOperatingLiabilities,-134908000,,,-90402000,,
NetCashProvidedByUsedInOperatingActivities,317404000,,,214869000,,
PaymentsForProceedsFromProductiveAssets,64759000,,,80997000,,
PaymentsToAcquireBusinessesNetOfCashAcquired,0,,,1285907000,,
PaymentsToEquityInvestment,1064000,,,0,,
PaymentsToAcquireInvestments,1855000,,,893000,,
ProceedsFromSaleMaturityAndCollectionsOfInvestments,1819000,,,877000,,
NetCashProvidedByUsedInInvestingActivities,-65859000,,,-1366920000,,
ProceedsFromIssuanceOfLongTermDebt,170000000,,,1450040000,,
RepaymentsOfLongTermDebt,520000000,,,395040000,,
PaymentsOfDebtIssuanceCosts,0,,,218000,,
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions,21836000,,,8628000,,
PaymentsForRepurchaseOfCommonStock,13334000,,,69741000,,
PaymentsForProceedsFromDerivativeInstrumentFinancingActivities,-15285000,,,-5294000,,
NetCashProvidedByUsedInFinancingActivities,-326213000,,,998963000,,
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,6019000,,,2252000,,
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,-68649000,,,-150836000,,
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,326427000,,395076000,329693000,,480529000
