key,2024-09-28,2024-06-29,2023-12-31,2023-09-30,2023-07-01,2022-12-31
CashAndCashEquivalentsAtCarryingValue,330514000,,395076000,,,
ShortTermInvestments,944000,,898000,,,
AccountsReceivableNetCurrent,669534000,,702168000,,,
InventoryNet,518994000,,516236000,,,
OtherAssetsCurrent,127738000,,138489000,,,
AssetsCurrent,1647724000,,1752867000,,,
PropertyPlantAndEquipmentNet,642627000,,639073000,,,
IntangibleAssetsNetExcludingGoodwill,591883000,,629187000,,,
Goodwill,1300000000,,1300000000,,,
OperatingLeaseRightOfUseAsset,76642000,,84591000,,,
OtherAssetsNoncurrent,246151000,,215690000,,,
Assets,4511620000,,4626854000,,,
NotesPayableCurrent,0,,50000000,,,
AccountsPayableCurrent,94596000,,84705000,,,
EmployeeRelatedLiabilitiesCurrent,79356000,,69391000,,,
RevenueRemainingPerformanceObligation,24060000,,256675000,,,
OperatingLeaseLiabilityCurrent,25346000,,27825000,,,
AccruedIncomeTaxesCurrent,150242000,,120257000,,,
StandardProductWarrantyAccrualCurrent,10491000,,12050000,11120000,,11949000
OtherLiabilitiesCurrent,161125000,,168677000,,,
LiabilitiesCurrent,816040000,,789580000,,,
LongTermDebtNoncurrent,1300000000,,1300000000,,,
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,51007000,,47559000,,,
AccruedIncomeTaxesNoncurrent,17819000,,137123000,,,
OperatingLeaseLiabilityNoncurrent,53234000,,58926000,,,
OtherLiabilitiesNoncurrent,144173000,,137812000,,,
LiabilitiesNoncurrent,2092481000,,2686933000,,,
Liabilities,2908521000,,3476513000,,,
CommitmentsAndContingencies,,,,,,
PreferredStockValue,0,,0,,,
CommonStockValue,1629000,,1627000,,,
AdditionalPaidInCapitalCommonStock,2324225000,,2266265000,,,
RetainedEarningsAccumulatedDeficit,9557257000,,9150821000,,,
TreasuryStockValue,10147727000,,10134252000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-132285000,,-134120000,,,
StockholdersEquity,-2815000,1411967000,-2260000,905522000,771229000,504488000
LiabilitiesAndStockholdersEquity,4511620000,,4626854000,,,
