key,2025-01-31,2024-10-31,2024-01-31,2023-10-31
CashAndCashEquivalentsAtCarryingValue,1467000000,1329000000,,
AccountsReceivableNetCurrent,1328000000,1324000000,,
InventoryNet,997000000,972000000,,
OtherAssetsCurrent,315000000,334000000,,
AssetsCurrent,4107000000,3959000000,,
PropertyPlantAndEquipmentNet,1816000000,1778000000,,
Goodwill,304000000,309000000,,
IntangibleAssetsNetExcludingGoodwill,14000000,14000000,,
LongTermInvestments,173000000,175000000,,
OtherAssetsNoncurrent,875000000,910000000,,
Assets,2830000000,2748000000,,
AccountsPayableCurrent,547000000,540000000,,
EmployeeRelatedLiabilitiesCurrent,258000000,368000000,,
DeferredRevenueCurrent,612000000,544000000,,
ShortTermBorrowings,6000000,5000000,,
OtherAccruedLiabilitiesCurrentAndNoncurrent,436000000,398000000,,
LiabilitiesCurrent,1869000000,1895000000,,
LongTermDebt,21000000,19000000,,
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,120000000,130000000,,
OtherLiabilitiesNoncurrent,551000000,578000000,,
Liabilities,5887000000,5948000000,,
CommitmentsAndContingencies,,,,
PreferredStockValue,0,0,,
CommonStockValue,3000000,3000000,,
AdditionalPaidInCapital,5489000000,5450000000,,
RetainedEarningsAccumulatedDeficit,916000000,750000000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,18000000,9000000,,
StockholdersEquity,6027000000,5898000000,6188000000,5845000000
LiabilitiesAndStockholdersEquity,11914000000,11846000000,,
