key,2024-03-31,2023-12-31,2023-03-31,2022-12-31
OperatingLeaseLeaseIncome,154074000,,133964000,
OtherOperatingIncome,150000,,1061000,
Revenues,154224000,,135025000,
DirectCostsOfLeasedAndRentedPropertyOrEquipment,43003000,,36186000,
DepreciationAndAmortization,45169000,,41014000,
GeneralAndAdministrativeExpense,6681000,,5204000,
OtherCostOfOperatingRevenue,177000,,140000,
CostsAndExpenses,95030000,,82544000,
InterestExpense,10061000,,13025000,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,8751000,,4809000,
OtherNonoperatingIncome,774000,,439000,
ProfitLoss,14000,,14000,
NetIncomeLossAttributableToNoncontrollingInterest,14000,,14000,
NetIncomeLossAvailableToCommonStockholdersBasic,58644000,,44690000,
UnrealizedGainLossOnCashFlowHedgingInstruments,5894000,,-10262000,
ComprehensiveIncomeNetOfTax,64538000,,34428000,
EarningsPerShareBasic,1.23,,1.02,
WeightedAverageNumberOfSharesOutstandingBasic,47860000,,43751000,
EarningsPerShareDiluted,1.22,,1.02,
WeightedAverageNumberOfDilutedSharesOutstanding,47961000,,43823000,
