key,2024-03-31,2023-12-31,2023-03-31,2022-12-31
RentalAndOtherPropertyRevenue,160331000,,161135000,
OtherIncome,203000,,239000,
Revenues,160534000,,161374000,
DirectCostsOfLeasedAndRentedPropertyOrEquipment,59971000,,59255000,
CostOfPropertyRepairsAndMaintenance,7499000,,6371000,
GeneralAndAdministrativeExpense,8381000,,8154000,
DepreciationAndAmortization,53721000,,53536000,
PolicyholderBenefitsAndClaimsIncurredNetPropertyCasualtyAndLiabilityGainLoss,-2301000,,-151000,
CostsAndExpenses,131873000,,127467000,
InterestExpense,20603000,,22124000,
GainsLossesOnSalesOfInvestmentRealEstate,10530000,,985000,
GainsLossesOnExtinguishmentOfDebt,203000,,0,
OtherNonoperatingIncomeExpense,-1000,,93000,
IncomeLossFromEquityMethodInvestments,-829000,,-776000,
RestructuringCosts,0,,3213000,
ProfitLoss,384000,,224000,
NetIncomeLossAttributableToNoncontrollingInterest,384000,,224000,
NetIncomeLoss,17577000,,8648000,
EarningsPerShareBasic,0.08,,0.04,
EarningsPerShareDiluted,0.08,,0.04,
WeightedAverageNumberOfSharesOutstandingBasic,224627115,,224226873,
WeightedAverageNumberOfDilutedSharesOutstanding,225226270,,225088659,
