key,2024-03-31,2023-12-31,2023-03-31,2022-12-31
ProfitLoss,62709000,,57657000,
GainLossOnDispositionOfAssets,17949000,,-560000,
DeferredIncomeTaxExpenseBenefit,-277000,,-90000,
IncomeLossFromEquityMethodInvestments,0,,0,
ProvisionForLoanLossesExpensed,2737000,,587000,
DepreciationAndAmortization,40469000,,41204000,
AmortizationOfFinancingCosts,2212000,,2129000,
AmortizationOfAboveAndBelowMarketLeases,-84000,,-89000,
ShareBasedCompensation,3692000,,4322000,
Sharebasedcompensationincludedinseveranceexpense,1598000,,0,
IncreaseDecreaseinOperatingLeaseAssetsandLiabilitiesNet,-287000,,317000,
IncreaseDecreaseInMortgageNotesAccruedInterestReceivable,1418000,,296000,
IncreaseDecreaseInAccountsReceivable,5819000,,-2998000,
IncreaseDecreaseInOtherOperatingAssets,3878000,,6276000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,6202000,,8861000,
IncreaseDecreaseInDeferredRevenue,6009000,,7661000,
NetCashProvidedByUsedInOperatingActivities,99543000,,121530000,
PaymentsToAcquireProductiveAssets,14700000,,46669000,
ProceedsFromSaleOfProductiveAssets,46188000,,4029000,
PaymentsToAcquireMortgageNotesReceivable,9969000,,1427000,
ProceedsFromSaleAndCollectionOfMortgageNotesReceivable,198000,,132000,
PaymentsToAcquireNotesReceivable,0,,3025000,
ProceedsFromSaleAndCollectionOfNotesReceivable,136000,,161000,
PaymentsToDevelopRealEstateAssets,40573000,,14711000,
NetCashProvidedByUsedInInvestingActivities,-38551000,,-61510000,
PaymentsOfFinancingCosts,53000,,74000,
ProceedsFromIssuanceOfCommonStock,185000,,141000,
PaymentsForRepurchaseOfCommonStock,11375000,,3565000,
PaymentsOfDividends,68241000,,67988000,
NetCashProvidedByUsedInFinancingActivities,-79484000,,-71486000,
EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,-84000,,-8000,
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,-18576000,,-11474000,
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,62405000,80981000,99037000,110511000
CashAndCashEquivalentsAtCarryingValue,59476000,78079000,96438000,107934000
RestrictedCashAndCashEquivalents,2929000,2902000,2599000,2577000
TransferToOtherRealEstate,111154000,,134000,
TransferOfOtherRealEstate,0,,1321000,
IssuanceOfRestrictedSecuritiesToEmployeesAndDirectors,20096000,,21698000,
InterestPaidNet,17265000,,17913000,
IncomeTaxesPaidNet,617000,,253000,
InterestPaidCapitalized,958000,,783000,
IncreaseDecreaseInAccruedCapitalExpenditures,-6762000,,-7510000,
