key,2024-03-29,2023-12-31,2023-03-31,2022-12-31
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,7031000000,5864000000,7379000000,5995000000
AccountsReceivableNetCurrent,3379000000,3922000000,,
InventoryFinishedGoodsNetOfReserves,1296000000,1282000000,,
InventoryWorkInProcessNetOfReserves,509000000,459000000,,
InventoryRawMaterialsNetOfReserves,840000000,853000000,,
InventoryNet,2645000000,2594000000,,
PrepaidExpenseAndOtherAssetsCurrent,1317000000,1557000000,,
AssetsCurrent,14372000000,13937000000,,
PropertyPlantAndEquipmentNet,4562000000,4553000000,,
OtherAssetsNoncurrent,3734000000,3644000000,,
Goodwill,6843000000,6910000000,,
IntangibleAssetsNetExcludingGoodwill,19888000000,20746000000,,
Assets,83402000000,84488000000,,
DebtCurrent,1746000000,1695000000,,
AccountsPayableTradeCurrent,1679000000,1766000000,,
AccruedLiabilitiesCurrent,4353000000,4813000000,,
LiabilitiesCurrent,7778000000,8274000000,,
OtherLiabilitiesNoncurrent,5760000000,6017000000,,
LongTermDebtNoncurrent,16417000000,16707000000,,
CommonStockValue,9000000,9000000,,
AdditionalPaidInCapitalCommonStock,14215000000,14151000000,,
RetainedEarningsAccumulatedDeficit,41962000000,41074000000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,49000000,99000000,-2766000000,-2872000000
StockholdersEquity,53442000000,53486000000,,
MinorityInterest,5000000,4000000,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,5000000,4000000,51486000000,8000000
LiabilitiesAndStockholdersEquity,83402000000,84488000000,,
