key,2025-03-31,2024-12-31,2024-11-15,2024-09-30,2024-03-31,2023-12-31,2023-09-30
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,1887000000,,,3588000000,,,
AccountsReceivableNetCurrent,2901000000,,,2927000000,,,
InventoryNet,2216000000,,,2180000000,,,
OtherAssetsCurrent,1623000000,,,1497000000,,,
AssetsCurrent,8627000000,,,10192000000,,,
PropertyPlantAndEquipmentNet,2757000000,,,2807000000,,,
Goodwill,12472000000,,32000000,12466000000,,,
IntangibleAssetsNetExcludingGoodwill,9823000000,,,10436000000,,,
OtherAssetsNoncurrent,2772000000,,,2744000000,,,
AssetsNoncurrentOtherThanNoncurrentInvestmentsAndPropertyPlantAndEquipment,30594000000,,,31247000000,,,
Assets,41978000000,,,44246000000,,,
DebtCurrent,6187000000,,,532000000,,,
AccountsPayableCurrent,1340000000,,,1335000000,,,
AccruedLiabilitiesCurrent,3319000000,,,3875000000,,,
LiabilitiesCurrent,10846000000,,,5742000000,,,
LongTermDebtNoncurrent,8176000000,,,7155000000,,,
OtherLiabilitiesNoncurrent,3690000000,,,3840000000,,,
CommonStockValue,477000000,,,477000000,,,
AdditionalPaidInCapital,0,,,169000000,,,
RetainedEarningsAccumulatedDeficit,39977000000,,,40830000000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-1150000000,,,-868000000,,,
TreasuryStockCommonValue,20055000000,,,18972000000,,,
StockholdersEquity,19249000000,,,21636000000,,,
MinorityInterest,17000000,,,5873000000,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3000000,3000000,,-7000000,8000000,9000000,6000000
LiabilitiesAndStockholdersEquity,41978000000,,,44246000000,,,
