key,2025-03-31,2024-12-31,2024-03-31,2023-12-31
OperatingLeaseLeaseIncome,175376000,,159735000,
JointVentureFees,426000,,669000,
OtherOperatingIncome,1272000,,1868000,
Revenues,177074000,,162272000,
DirectCostsOfLeasedAndRentedPropertyOrEquipment,48311000,,47014000,
GeneralAndAdministrativeExpense,15897000,,11781000,
JointVentureDevelopmentServicesExpense,217000,,426000,
DepreciationAndAmortization,43754000,,41819000,
CostsAndExpenses,108179000,,101040000,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,6844000,,30852000,
InterestExpenseDebtExcludingAmortization,19469000,,20897000,
AmortizationOfFinancingCosts,963000,,912000,
NonoperatingIncomeExpense,-3678000,,-6047000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,55307000,,70275000,
IncomeLossFromEquityMethodInvestments,3305000,,176000,
IncomeTaxExpenseBenefit,5900000,,1179000,
ProfitLoss,3338000,,223000,
NetIncomeLossAttributableToNoncontrollingInterest,3338000,,223000,
NetIncomeLoss,49546000,,70275000,
ParticipatingSecuritiesDistributedAndUndistributedEarningsLossBasic,84000,,130000,
NetIncomeLossAvailableToCommonStockholdersBasic,49462000,,70145000,
EarningsPerShareBasic,0.37,,0.52,
EarningsPerShareDiluted,0.36,,0.52,
WeightedAverageNumberOfSharesOutstandingBasic,135440000,,135068000,
WeightedAverageNumberOfDilutedSharesOutstanding,136115000,,135387000,
