key,2025-03-31,2024-12-31,2024-03-31,2023-12-31
CashAndCashEquivalentsAtCarryingValue,399001000,373999000,,
ReceivablesNetCurrent,996500000,948800000,,
InventoryNet,1069527000,1021713000,,
OtherAssetsCurrent,295732000,258490000,,
AssetsCurrent,2760796000,2603032000,,
PropertyPlantAndEquipmentNet,830840000,818611000,,
OperatingLeaseRightOfUseAsset,228180000,235666000,,
Goodwill,6631300000,6555900000,,
IntangibleAssetsNetExcludingGoodwill,3916702000,3915173000,,
InvestmentsAndOtherNoncurrentAssets,509243000,502810000,,
Assets,610906000,14631169000,14864981000,
DebtCurrent,471521000,654346000,,
AccountsPayableCurrent,534447000,523332000,,
ContractWithCustomerLiabilityCurrent,386573000,363555000,,
AccruedIncomeTaxesCurrent,123175000,84428000,,
AccruedLiabilitiesAndOtherLiabilities,446843000,472926000,,
LiabilitiesCurrent,1962559000,2098587000,,
LongTermDebtNoncurrent,1459445000,1425375000,,
DeferredIncomeTaxLiabilitiesNet,844591000,831030000,,
OtherLiabilitiesNoncurrent,640555000,620873000,,
Liabilities,4907150000,4975865000,,
CommonStockValue,2722000,2720000,,
AdditionalPaidInCapitalCommonStock,1255018000,1264670000,,
RetainedEarningsAccumulatedDeficit,11337987000,11057684000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-517936000,-555739000,,
TreasuryStockValue,2107845000,2114031000,,
StockholdersEquity,-2107845000,-2114031000,8968215000,-1896613000
LiabilitiesAndStockholdersEquity,14877096000,14631169000,,
